Station,Date/Time,Temperature (°C),1-minute Precipitation (mm),Precipitation Presence (Presence/Absence),Wind Direction (deg),Wind Speed (m/s),Local Pressure (hPa),Sea-level Pressure (hPa),Humidity (%),Solar Radiation (MJ/m^2),Sunshine Duration (Sec),wind_dir_sin,wind_dir_cos,humidity_change_5min,pressure_change_5min,wind_change_5min,rain_5min,future_rain_score,_date,HMM_State,P_OPEN,P_CLOSE,Actual_Soft_Label,Predicted_Action,State_0_Prob,State_1_Prob,State_2_Prob,State_3_Prob,State_4_Prob,Fold,Eval_Date
939,2026-07-15 00:00:00,27.6,0.0,0.0,207.7,3.9,998.1,1003.6,72.0,,,-0.46484204572461923,-0.885393625754416,-0.5,-0.10000000000002274,-0.30000000000000027,0.0,0.0,2026-07-15,2,0.0006695730168331908,0.9993304269831668,0.0,CLOSE,7.485709430085873e-233,0.0,1.0,4.991840679187545e-177,0.0,39,2026-07-15
939,2026-07-15 00:01:00,27.6,0.0,0.0,215.6,5.1,998.1,1003.6,71.8,,,-0.5821229701572893,-0.8131007610470278,-0.6000000000000085,0.0,0.8999999999999995,0.0,0.0,2026-07-15,0,0.0033128569249962236,0.9966871430750037,0.0,CLOSE,0.9999994253195669,3.4128501232142683e-53,1.0543699937204204e-11,5.746699710284698e-07,4.231678826593751e-19,39,2026-07-15
939,2026-07-15 00:02:00,27.6,0.0,0.0,196.2,3.1,998.1,1003.6,72.1,,,-0.2789911060392289,-0.9602936856769432,0.0,0.0,-0.3999999999999999,0.0,0.0,2026-07-15,0,0.0033128576678655665,0.9966871423321344,0.0,CLOSE,0.9999999999936335,3.084040208570836e-23,2.9990233172360692e-18,6.163474292369312e-12,2.009258771401841e-21,39,2026-07-15
939,2026-07-15 00:03:00,27.6,0.0,0.0,214.9,3.6,998.1,1003.6,72.1,,,-0.5721458734455164,-0.820151875873772,0.09999999999999432,0.0,-0.8999999999999999,0.0,0.0,2026-07-15,0,0.003312857667853366,0.9966871423321466,0.0,CLOSE,0.9999999999845386,1.6271738755585996e-30,2.9113544218621595e-18,1.503881882963859e-11,1.5764113249694432e-21,39,2026-07-15
939,2026-07-15 00:04:00,27.6,0.0,0.0,214.6,5.7,998.1,1003.6,71.9,,,-0.5678437450531013,-0.8231363685344418,0.20000000000000284,0.0,1.6000000000000005,0.0,0.0,2026-07-15,0,0.003312857666554735,0.9966871423334452,0.0,CLOSE,0.9999999989786374,3.1655192180675055e-71,8.063368883393324e-19,1.021757927129419e-09,5.222981885114617e-22,39,2026-07-15
939,2026-07-15 00:05:00,27.6,0.0,0.0,209.8,3.9,998.0,1003.5,71.9,,,-0.49697396102755526,-0.8677654533689285,-0.09999999999999432,-0.10000000000002274,0.0,0.0,0.0,2026-07-15,0,0.0033128576678421997,0.9966871423321578,0.0,CLOSE,0.9999999999745341,8.57359097450549e-34,2.101366388055212e-18,2.5917303784332925e-11,2.5890260122111767e-21,39,2026-07-15
939,2026-07-15 00:06:00,27.6,0.0,0.0,205.8,4.9,998.0,1003.5,71.7,,,-0.43523109937232773,-0.9003187714021934,-0.09999999999999432,-0.10000000000002274,-0.1999999999999993,0.0,0.0,2026-07-15,0,0.003312857667754994,0.996687142332245,0.0,CLOSE,0.999999999908141,7.079154920971125e-51,1.1685032781762553e-18,9.162608416680061e-11,1.7152204448760886e-21,39,2026-07-15
939,2026-07-15 00:07:00,27.6,0.0,0.0,216.6,5.1,998.0,1003.5,71.6,,,-0.5962248749656155,-0.8028174751911148,-0.5,-0.10000000000002274,1.9999999999999996,0.0,0.0,2026-07-15,0,0.0033128576660834803,0.9966871423339165,0.0,CLOSE,0.9999999986148396,2.0232635119331235e-61,9.262568351126778e-19,1.3850659985531743e-09,6.82179179356856e-22,39,2026-07-15
939,2026-07-15 00:08:00,27.6,0.0,0.0,215.6,5.3,997.9,1003.4,71.7,,,-0.5821229701572893,-0.8131007610470278,-0.3999999999999915,-0.20000000000004547,1.6999999999999997,0.0,0.0,2026-07-15,0,0.003312857660294217,0.9966871423397058,0.0,CLOSE,0.9999999941355782,7.873731055185663e-64,7.805420686648468e-19,5.864762816485e-09,2.7678341004504108e-21,39,2026-07-15
939,2026-07-15 00:09:00,27.7,0.0,0.0,229.4,6.5,998.0,1003.5,71.2,,,-0.759271307334881,-0.6507742172658506,-0.7000000000000028,-0.10000000000002274,0.7999999999999998,0.0,0.0,2026-07-15,0,0.0033128576606376013,0.9966871423393624,0.0,CLOSE,0.9999999944020601,3.2954557661653466e-88,5.725005542874698e-19,5.597743728196155e-09,6.81161673233462e-22,39,2026-07-15
939,2026-07-15 00:10:00,27.7,0.0,0.0,215.3,5.0,998.0,1003.5,71.1,,,-0.5778576243835055,-0.8161375900801602,-0.8000000000000114,0.0,1.1,0.0,0.0,2026-07-15,0,0.0033128576676382296,0.9966871423323618,0.0,CLOSE,0.9999999998171916,1.5858643051344286e-55,1.09391384399225e-18,1.8297272274403415e-10,5.322213618848027e-22,39,2026-07-15
939,2026-07-15 00:11:00,27.7,0.0,0.0,233.1,6.2,998.0,1003.5,71.1,,,-0.7996846584870905,-0.6004202253258841,-0.6000000000000085,0.0,1.2999999999999998,0.0,0.0,2026-07-15,0,0.0033128576639868245,0.9966871423360132,0.0,CLOSE,0.9999999969932105,4.06973439018534e-82,7.374025465700966e-19,3.0064733515068213e-09,3.734567340715362e-22,39,2026-07-15
939,2026-07-15 00:12:00,27.7,0.0,0.0,213.2,4.1,997.9,1003.4,70.9,,,-0.54756322349255,-0.8367643134589619,-0.6999999999999886,-0.10000000000002274,-1.0,0.0,0.2,2026-07-15,0,0.0033128576678034013,0.9966871423321966,0.2,CLOSE,0.9999999999445208,2.8849063983133606e-39,1.5286469004419382e-18,5.5929971747452205e-11,1.3417697214852443e-21,39,2026-07-15
939,2026-07-15 00:13:00,27.7,0.0,0.0,211.6,4.9,998.0,1003.5,71.0,,,-0.5239859059700789,-0.8517269341430478,-0.7000000000000028,0.10000000000002274,-0.39999999999999947,0.0,0.4,2026-07-15,0,0.0033128576677053812,0.9966871423322946,0.4,CLOSE,0.9999999998699423,9.016791887073436e-52,1.2553997281713338e-18,1.2970861959362807e-10,7.571874410255248e-22,39,2026-07-15
939,2026-07-15 00:14:00,27.7,0.0,0.0,224.3,5.2,998.0,1003.5,71.0,,,-0.698415285431006,-0.7156927337037358,-0.20000000000000284,0.0,-1.2999999999999998,0.0,0.6,2026-07-15,0,0.0033128576675855214,0.9966871423324145,0.6,CLOSE,0.9999999997762643,2.3597446666427297e-59,1.1834505421360804e-18,2.239972397262711e-10,5.730352616456634e-22,39,2026-07-15
939,2026-07-15 00:15:00,27.7,0.0,0.0,211.5,5.9,998.0,1003.5,70.7,,,-0.5224985647159487,-0.8526401643540923,-0.3999999999999915,0.0,0.9000000000000004,0.0,0.8,2026-07-15,0,0.0033128576666968295,0.9966871423333031,0.8,CLOSE,0.9999999990886863,1.6892407660913304e-71,3.7836299135372856e-16,9.116194411916789e-10,2.4338546918060923e-17,39,2026-07-15
939,2026-07-15 00:17:00,27.6,0.0,10.0,228.6,4.4,998.0,1003.5,70.7,,,-0.7501110696304595,-0.6613118653236519,-0.20000000000000284,0.10000000000002274,0.3000000000000007,0.0,0.6,2026-07-15,4,0.8109455137874856,0.18905448621251442,0.6,OPEN,0.0,0.0,0.0,0.0,1.0,39,2026-07-15
939,2026-07-15 00:18:00,27.5,0.0,10.0,209.4,4.9,998.0,1003.5,71.5,,,-0.49090375361514077,-0.8712138111201895,0.5,0.0,0.0,0.2,0.4,2026-07-15,4,0.8109455137874856,0.18905448621251442,0.4,OPEN,0.0,0.0,0.0,0.0,1.0,39,2026-07-15
939,2026-07-15 00:19:00,27.4,0.0,10.0,212.7,4.9,997.9,1003.4,72.6,,,-0.5402403204776549,-0.8415107819453063,1.5999999999999943,-0.10000000000002274,-0.2999999999999998,0.4,0.4,2026-07-15,4,0.8109455137874856,0.18905448621251442,0.4,OPEN,0.0,0.0,0.0,0.0,1.0,39,2026-07-15
939,2026-07-15 00:20:00,27.3,0.0,10.0,215.7,5.2,998.0,1003.5,73.7,,,-0.5835412113561173,-0.8120835268918064,3.0,0.0,-0.7000000000000002,0.6,0.4,2026-07-15,4,0.8109455137874856,0.18905448621251442,0.4,OPEN,0.0,0.0,0.0,0.0,1.0,39,2026-07-15
939,2026-07-15 00:21:00,27.2,0.0,0.0,208.9,4.5,997.9,1003.4,74.6,,,-0.4832823832550024,-0.8754645270000179,3.8999999999999915,-0.10000000000002274,-2.3,0.8,0.6,2026-07-15,4,0.8109455137874856,0.18905448621251442,0.6,OPEN,0.0,0.0,0.0,0.0,1.0,39,2026-07-15
939,2026-07-15 00:22:00,27.1,0.0,0.0,205.5,6.3,997.9,1003.4,74.7,,,-0.4305110968082953,-0.9025852843498605,4.0,-0.10000000000002274,1.8999999999999995,0.8,0.6,2026-07-15,4,0.8109455137874856,0.18905448621251442,0.6,OPEN,0.0,0.0,0.0,0.0,1.0,39,2026-07-15
939,2026-07-15 00:23:00,27.1,0.0,0.0,205.0,6.6,997.9,1003.4,74.2,,,-0.4226182617406993,-0.90630778703665,2.700000000000003,-0.10000000000002274,1.6999999999999993,0.6,0.6,2026-07-15,4,0.8109455137874856,0.18905448621251442,0.6,OPEN,0.0,0.0,0.0,0.0,1.0,39,2026-07-15
939,2026-07-15 00:24:00,27.2,0.0,10.0,202.1,5.2,997.9,1003.4,73.4,,,-0.37622426313936547,-0.9265286308718373,0.8000000000000114,0.0,0.2999999999999998,0.4,0.4,2026-07-15,4,0.8109455137874856,0.18905448621251442,0.4,OPEN,0.0,0.0,0.0,0.0,1.0,39,2026-07-15
939,2026-07-15 00:25:00,27.2,0.0,10.0,192.5,5.5,997.9,1003.4,73.8,,,-0.21643961393810293,-0.9762960071199334,0.09999999999999432,-0.10000000000002274,0.2999999999999998,0.4,0.2,2026-07-15,4,0.8109455137874856,0.18905448621251442,0.2,OPEN,0.0,0.0,0.0,0.0,1.0,39,2026-07-15
939,2026-07-15 00:26:00,27.2,0.0,10.0,198.0,5.7,997.8,1003.3,74.0,,,-0.3090169943749473,-0.9510565162951536,-0.5999999999999943,-0.10000000000002274,1.2000000000000002,0.4,0.0,2026-07-15,4,0.8109455137874856,0.18905448621251442,0.0,OPEN,0.0,0.0,0.0,0.0,1.0,39,2026-07-15
939,2026-07-15 00:27:00,27.2,0.0,0.0,200.6,7.1,997.8,1003.3,73.8,,,-0.35184164840470156,-0.9360595357389734,-0.9000000000000057,-0.10000000000002274,0.7999999999999998,0.6,0.0,2026-07-15,4,0.8109455137874856,0.18905448621251442,0.0,OPEN,0.0,0.0,0.0,0.0,1.0,39,2026-07-15
939,2026-07-15 00:28:00,27.2,0.0,0.0,197.5,5.2,997.8,1003.3,74.1,,,-0.30070579950427306,-0.9537169507482269,-0.10000000000000853,-0.10000000000002274,-1.3999999999999995,0.6,0.0,2026-07-15,4,0.8109455137874856,0.18905448621251442,0.0,OPEN,0.0,0.0,0.0,0.0,1.0,39,2026-07-15
939,2026-07-15 00:29:00,27.2,0.0,0.0,177.2,4.9,997.8,1003.3,73.9,,,0.04884976979561345,-0.998806137341434,0.5,-0.10000000000002274,-0.2999999999999998,0.6,0.0,2026-07-15,4,0.8109455137874856,0.18905448621251442,0.0,OPEN,0.0,0.0,0.0,0.0,1.0,39,2026-07-15
939,2026-07-15 00:32:00,27.0,0.0,0.0,203.2,4.6,997.7,1003.2,75.3,,,-0.3939419095909507,-0.9191353392552346,1.5,-0.09999999999990905,-2.5,0.0,0.2,2026-07-15,0,0.003312857667874286,0.9966871423321257,0.2,CLOSE,1.0,4.370466843308833e-54,4.1775116244812093e-16,1.470473925031113e-39,9.768989607358029e-17,39,2026-07-15
939,2026-07-15 00:33:00,27.0,0.0,0.0,206.8,5.1,997.7,1003.2,75.3,,,-0.4508775406894308,-0.8925858184521255,1.2000000000000028,-0.09999999999990905,-0.10000000000000053,0.0,0.2,2026-07-15,0,0.0033128576676690787,0.9966871423323309,0.2,CLOSE,0.9999999998417479,3.913300537105263e-55,8.869439920337147e-19,1.579736352388068e-10,4.678366309545206e-21,39,2026-07-15
939,2026-07-15 00:34:00,27.0,0.0,0.0,197.8,3.9,997.7,1003.2,75.1,,,-0.30569530496310576,-0.9521293927421387,1.1999999999999886,-0.09999999999990905,-1.0000000000000004,0.0,0.2,2026-07-15,0,0.003312857667826435,0.9966871423321736,0.2,CLOSE,0.9999999999627107,7.46932462710913e-36,1.4454208292755443e-18,3.750246599165033e-11,5.695958767848183e-21,39,2026-07-15
939,2026-07-15 00:35:00,27.0,0.0,0.0,208.4,4.8,997.7,1003.2,75.3,,,-0.4756242090702753,-0.8796485728666165,1.7000000000000028,0.0,-0.7999999999999998,0.0,0.2,2026-07-15,0,0.0033128576677501015,0.9966871423322499,0.2,CLOSE,0.9999999999035936,1.1893189709962465e-51,9.746584007652139e-19,9.666166349900794e-11,2.5015693078318795e-21,39,2026-07-15
939,2026-07-15 00:36:00,27.0,0.0,0.0,209.0,4.6,997.6,1003.1,75.0,,,-0.48480962024633695,-0.8746197071393959,0.5999999999999943,-0.10000000000002274,-1.0,0.0,0.2,2026-07-15,0,0.003312857667720583,0.9966871423322794,0.2,CLOSE,0.9999999998808562,3.239863653541377e-44,6.39501960334088e-16,1.192326697255963e-10,2.5743456879204416e-16,39,2026-07-15
939,2026-07-15 00:37:00,27.1,0.0,10.0,204.0,6.6,997.6,1003.1,74.7,,,-0.4067366430758002,-0.9135454576426009,-0.5999999999999943,-0.10000000000002274,2.0,0.0,0.0,2026-07-15,4,0.8109455137874856,0.18905448621251442,0.0,OPEN,0.0,0.0,0.0,0.0,1.0,39,2026-07-15
939,2026-07-15 00:38:00,27.1,0.0,0.0,214.5,4.6,997.7,1003.2,74.5,,,-0.5664062369248329,-0.8241261886220156,-0.7999999999999972,0.0,-0.5,0.2,0.0,2026-07-15,4,0.8109455137874856,0.18905448621251442,0.0,OPEN,0.0,0.0,0.0,0.0,1.0,39,2026-07-15
939,2026-07-15 00:39:00,27.1,0.0,0.0,202.9,4.4,997.6,1003.1,74.6,,,-0.3891239501402061,-0.9211854055657213,-0.5,-0.10000000000002274,0.5000000000000004,0.2,0.0,2026-07-15,4,0.8109455137874856,0.18905448621251442,0.0,OPEN,0.0,0.0,0.0,0.0,1.0,39,2026-07-15
939,2026-07-15 00:40:00,27.1,0.0,0.0,221.8,4.2,997.6,1003.1,74.7,,,-0.6665324702494526,-0.745475999682862,-0.5999999999999943,-0.10000000000002274,-0.5999999999999996,0.2,0.0,2026-07-15,4,0.8109455137874856,0.18905448621251442,0.0,OPEN,0.0,0.0,0.0,0.0,1.0,39,2026-07-15
939,2026-07-15 00:41:00,27.1,0.0,0.0,201.2,3.7,997.5,1003,74.6,,,-0.36162457008209226,-0.9323238012155122,-0.4000000000000057,-0.10000000000002274,-0.8999999999999995,0.2,0.0,2026-07-15,4,0.8109455137874856,0.18905448621251442,0.0,OPEN,0.0,0.0,0.0,0.0,1.0,39,2026-07-15
939,2026-07-15 00:42:00,27.1,0.0,0.0,189.9,5.3,997.5,1003,74.6,,,-0.17192910027940977,-0.9851093261547739,-0.10000000000000853,-0.10000000000002274,-1.2999999999999998,0.2,0.0,2026-07-15,4,0.8109455137874856,0.18905448621251442,0.0,OPEN,0.0,0.0,0.0,0.0,1.0,39,2026-07-15
939,2026-07-15 00:43:00,27.2,0.0,0.0,199.3,4.8,997.5,1003,74.2,,,-0.33051439271322325,-0.9438009515832294,-0.29999999999999716,-0.20000000000004547,0.20000000000000018,0.0,0.0,2026-07-15,0,0.003312857667874739,0.9966871423321253,0.0,CLOSE,1.0,1.2141055539477824e-46,4.2425530724010625e-16,6.013510339778099e-40,6.559944115593365e-16,39,2026-07-15
939,2026-07-15 00:44:00,27.2,0.0,0.0,212.9,4.6,997.5,1003,74.1,,,-0.5431744499506708,-0.8396198645344132,-0.5,-0.10000000000002274,0.1999999999999993,0.0,0.0,2026-07-15,0,0.003312857667780067,0.9966871423322199,0.0,CLOSE,0.9999999999272404,4.1660726929228683e-45,9.456400054244999e-19,7.271701154662277e-11,3.627716507534286e-21,39,2026-07-15
939,2026-07-15 00:45:00,27.2,0.0,0.0,216.5,5.2,997.4,1002.9,74.1,,,-0.594822786751341,-0.8038568606172175,-0.6000000000000085,-0.20000000000004547,1.0,0.0,0.0,2026-07-15,0,0.0033128576653448736,0.9966871423346552,0.0,CLOSE,0.9999999980427674,1.907118061942545e-58,5.913237138727887e-19,1.957576540603839e-09,8.05313384728479e-21,39,2026-07-15
939,2026-07-15 00:46:00,27.2,0.0,0.0,204.9,4.0,997.4,1002.9,73.9,,,-0.42103581336749096,-0.907044014291465,-0.6999999999999886,-0.10000000000002274,0.2999999999999998,0.0,0.0,2026-07-15,0,0.003312857667830713,0.9966871423321693,0.0,CLOSE,0.9999999999663487,1.288097685186898e-35,9.906516156157513e-19,3.365438414234721e-11,3.997529106324507e-21,39,2026-07-15
939,2026-07-15 00:47:00,27.2,0.0,0.0,207.6,4.6,997.4,1002.9,74.2,,,-0.4632960351198614,-0.8862035792312148,-0.3999999999999915,-0.10000000000002274,-0.7000000000000002,0.0,0.0,2026-07-15,0,0.0033128576677845917,0.9966871423322154,0.0,CLOSE,0.9999999999299689,1.1973335211297345e-45,7.482188936312149e-19,7.048236695987458e-11,3.623834920573675e-21,39,2026-07-15
939,2026-07-15 00:48:00,27.2,0.0,0.0,203.2,5.9,997.4,1002.9,73.8,,,-0.3939419095909507,-0.9191353392552346,-0.4000000000000057,-0.10000000000002274,1.1000000000000005,0.0,0.0,2026-07-15,0,0.0033128576663580796,0.996687142333642,0.0,CLOSE,0.9999999988276613,1.5110034146720453e-73,3.0876006509397475e-19,1.171993930461923e-09,1.81773233294458e-21,39,2026-07-15
939,2026-07-15 00:49:00,27.2,0.0,0.0,215.2,3.1,997.4,1002.9,74.0,,,-0.5764323161697931,-0.8171448983351286,-0.09999999999999432,-0.10000000000002274,-1.4999999999999996,0.0,0.0,2026-07-15,0,0.0033128576678348154,0.9966871423321652,0.0,CLOSE,0.9999999999690772,4.213502485870017e-26,1.5844786406283822e-18,3.121076580436217e-11,4.7826050876964334e-21,39,2026-07-15
939,2026-07-15 00:50:00,27.2,0.0,0.0,223.6,3.5,997.4,1002.9,74.1,,,-0.6896195437356698,-0.7241718614374675,0.0,0.0,-1.7000000000000002,0.0,0.0,2026-07-15,0,0.003312857667826409,0.9966871423321736,0.0,CLOSE,0.9999999999627107,7.130544307012842e-32,1.5323002162855197e-18,3.7489749350634916e-11,2.3106764688756362e-21,39,2026-07-15
939,2026-07-15 00:51:00,27.2,0.0,0.0,193.6,3.0,997.4,1002.9,74.2,,,-0.23514211310258978,-0.9719610005785463,0.29999999999999716,0.0,-1.0,0.0,0.0,2026-07-15,0,0.0033128576678655057,0.9966871423321345,0.0,CLOSE,0.999999999992724,6.70308648290979e-23,1.4124311004608577e-18,7.624970216762833e-12,3.921634191376299e-21,39,2026-07-15
