Brier,Correlation,ROC_AUC,PR_AUC,Accuracy,Precision,Recall,F1,Closed_Accuracy
0.007698183322707622,0.9114408380155885,0.9830386707605326,0.8513777904253298,0.9880516508662962,0.8256678600936381,0.9683462532299741,0.8913334324364501,0.9891019902210592
