Station,Date/Time,Temperature (°C),1-minute Precipitation (mm),Precipitation Presence (Presence/Absence),Wind Direction (deg),Wind Speed (m/s),Local Pressure (hPa),Sea-level Pressure (hPa),Humidity (%),Solar Radiation (MJ/m^2),Sunshine Duration (Sec),wind_dir_sin,wind_dir_cos,humidity_change_5min,pressure_change_5min,wind_change_5min,rain_5min,future_rain_score,_date,HMM_State,P_OPEN,P_CLOSE,Actual_Soft_Label,Predicted_Action,State_0_Prob,State_1_Prob,State_2_Prob,State_3_Prob,State_4_Prob,Fold,Eval_Date
939,2026-06-30 00:00:00,19.2,0.0,0.0,358.2,0.2,1007.9,1013.7,84.7,,,-0.03141075907812836,0.9995065603657316,-0.09999999999999432,0.10000000000002274,-0.6000000000000001,0.0,0.0,2026-06-30,2,0.0006798589132913483,0.9993201410867086,0.0,CLOSE,1.8259421819404914e-274,0.0,1.0,1.0924958771891605e-216,0.0,36,2026-06-30
939,2026-06-30 00:01:00,19.2,0.0,0.0,355.5,0.2,1007.9,1013.7,84.5,,,-0.07845909572784475,0.996917333733128,-0.09999999999999432,0.10000000000002274,-0.2,0.0,0.0,2026-06-30,1,0.0028969957033276937,0.9971030042966723,0.0,CLOSE,7.820943391161186e-06,0.9999740528602449,1.81261972319506e-05,6.041498504315054e-14,1.3861373791192698e-19,36,2026-06-30
939,2026-06-30 00:02:00,19.2,0.0,0.0,20.4,0.1,1007.9,1013.7,84.7,,,0.3485720473218152,0.9372819894918916,0.0,0.10000000000002274,-0.4,0.0,0.0,2026-06-30,1,0.002897033354391966,0.997102966645608,0.0,CLOSE,5.640682286726835e-07,0.9999994352257776,7.060263493576594e-10,2.270474938772223e-18,1.3445962706368478e-21,36,2026-06-30
939,2026-06-30 00:03:00,19.2,0.0,0.0,0.0,0.0,1007.9,1013.7,84.5,,,0.0,1.0,-0.20000000000000284,0.10000000000002274,-0.3,0.0,0.0,2026-06-30,1,0.0028970333591264823,0.9971029666408735,0.0,CLOSE,5.746898791464578e-07,0.9999994250649086,2.460929722037303e-10,2.2347449725251112e-20,1.816573880015664e-21,36,2026-06-30
939,2026-06-30 00:04:00,19.2,0.0,0.0,0.0,0.0,1007.9,1013.7,84.6,,,0.0,1.0,-0.10000000000000853,0.0,-0.2,0.0,0.0,2026-06-30,1,0.0028970332937525993,0.9971029667062474,0.0,CLOSE,3.8710960528944643e-07,0.999999612729955,1.586440507148884e-10,2.1083511794684214e-20,1.139312204668485e-21,36,2026-06-30
939,2026-06-30 00:05:00,19.2,0.0,0.0,125.6,0.1,1007.9,1013.7,84.7,,,0.8131007610470277,-0.5821229701572893,0.0,0.0,-0.1,0.0,0.0,2026-06-30,1,0.0028970335042416443,0.9971029664957584,0.0,CLOSE,9.890219359896547e-07,0.9999990108704313,1.0777009783451397e-10,1.9033765790973792e-20,8.49155162044137e-22,36,2026-06-30
939,2026-06-30 00:06:00,19.2,0.0,0.0,232.7,0.1,1007.9,1013.7,84.5,,,-0.7954734808548956,-0.6059884002657114,0.0,0.0,-0.1,0.0,0.0,2026-06-30,1,0.0028970337081057973,0.9971029662918942,0.0,CLOSE,1.5724231585922674e-06,0.9999984274521553,1.2631965285247372e-10,2.0750447482001906e-20,1.4617841099638094e-21,36,2026-06-30
939,2026-06-30 00:07:00,19.2,0.0,0.0,0.0,0.0,1007.9,1013.7,84.8,,,0.0,1.0,0.09999999999999432,0.0,-0.1,0.0,0.0,2026-06-30,1,0.0028970332658463465,0.9971029667341537,0.0,CLOSE,3.070269380180993e-07,0.9999996928491345,1.2505909520300703e-10,1.357259377530203e-20,9.583258824996407e-22,36,2026-06-30
939,2026-06-30 00:08:00,19.2,0.0,0.0,0.0,0.0,1007.9,1013.7,84.7,,,0.0,1.0,0.20000000000000284,0.0,0.0,0.0,0.0,2026-06-30,1,0.0028970332632705536,0.9971029667367295,0.0,CLOSE,2.996690577349218e-07,0.9999997002051254,1.2695325645325804e-10,3.1621737290643718e-21,9.780202303792719e-22,36,2026-06-30
939,2026-06-30 00:09:00,19.3,0.0,0.0,0.0,0.0,1007.9,1013.7,85.0,,,0.0,1.0,0.4000000000000057,0.0,0.0,0.0,0.0,2026-06-30,1,0.002897033279329115,0.9971029667206709,0.0,CLOSE,3.4570841422458936e-07,0.9999996541519666,1.3815771276423247e-10,3.2290908021820217e-21,1.1813233903787659e-21,36,2026-06-30
939,2026-06-30 00:10:00,19.3,0.0,0.0,0.0,0.0,1007.9,1013.7,84.9,,,0.0,1.0,0.20000000000000284,0.0,-0.1,0.0,0.0,2026-06-30,1,0.002897033269987809,0.9971029667300122,0.0,CLOSE,3.1884750936338914e-07,0.999999681032983,1.211218051020948e-10,2.0457490441419753e-20,9.909609425262784e-22,36,2026-06-30
939,2026-06-30 00:11:00,19.3,0.0,0.0,191.4,0.2,1007.9,1013.7,84.7,,,-0.19765734037912608,-0.9802711746217219,0.20000000000000284,0.0,0.1,0.0,0.0,2026-06-30,1,0.002897033876917737,0.9971029661230822,0.0,CLOSE,2.0551339825932287e-06,0.9999979447878306,7.919363475061823e-11,4.946964799442978e-20,1.607210513533644e-21,36,2026-06-30
939,2026-06-30 00:12:00,19.3,0.0,0.0,197.7,0.4,1007.9,1013.7,84.8,,,-0.30403306092549004,-0.9526614812535863,0.0,0.0,0.4,0.0,0.0,2026-06-30,1,0.0028970345151276057,0.9971029654848724,0.0,CLOSE,3.881629241123716e-06,0.9999961182223013,1.4745221819625526e-10,3.5868630176388206e-19,2.695331688226538e-21,36,2026-06-30
939,2026-06-30 00:13:00,19.4,0.0,0.0,186.9,0.2,1007.9,1013.7,84.8,,,-0.12013683883464703,-0.9927573419294455,0.09999999999999432,0.0,0.2,0.0,0.0,2026-06-30,1,0.0028970340208550236,0.9971029659791449,0.0,CLOSE,2.4669825749058314e-06,0.999997532936819,8.161449148244843e-11,5.406827827382692e-19,1.7127624024855695e-21,36,2026-06-30
939,2026-06-30 00:14:00,19.4,0.0,0.0,158.3,0.1,1007.9,1013.7,84.6,,,0.369746757273829,-0.9291325715340563,-0.4000000000000057,0.0,0.1,0.0,0.0,2026-06-30,1,0.0028970343233094015,0.9971029656766905,0.0,CLOSE,3.332839068237396e-06,0.9999966670057867,1.5542760121395146e-10,6.852824270961031e-20,2.3157809385236088e-21,36,2026-06-30
