Station,Date/Time,Temperature (°C),1-minute Precipitation (mm),Precipitation Presence (Presence/Absence),Wind Direction (deg),Wind Speed (m/s),Local Pressure (hPa),Sea-level Pressure (hPa),Humidity (%),Solar Radiation (MJ/m^2),Sunshine Duration (Sec),wind_dir_sin,wind_dir_cos,humidity_change_5min,pressure_change_5min,wind_change_5min,rain_5min,future_rain_score,_date,HMM_State,P_OPEN,P_CLOSE,Actual_Soft_Label,Predicted_Action,State_0_Prob,State_1_Prob,State_2_Prob,State_3_Prob,State_4_Prob,Fold,Eval_Date
939,2026-07-10 00:00:00,25.6,0.0,0.0,158.8,1.0,1006.5,1012.1,72.3,,,0.3616245700820921,-0.9323238012155123,0.5999999999999943,-0.10000000000002274,-0.6000000000000001,0.0,0.0,2026-07-10,2,0.0006737398860309165,0.9993262601139691,0.0,CLOSE,5.874896408954406e-212,0.0,1.0,2.023237510096491e-161,0.0,38,2026-07-10
939,2026-07-10 00:01:00,25.5,0.0,0.0,221.9,1.0,1006.5,1012.1,72.5,,,-0.6678325554710467,-0.744311546231154,0.7999999999999972,-0.10000000000002274,0.09999999999999998,0.0,0.0,2026-07-10,0,0.003340027373597886,0.9966599726264022,0.0,CLOSE,0.9999250181763566,7.215415496350787e-05,2.7440374165276686e-06,8.363038961812765e-08,2.632603240663211e-18,38,2026-07-10
939,2026-07-10 00:02:00,25.4,0.0,0.0,218.3,0.6,1006.6,1012.2,72.8,,,-0.6197790317951402,-0.7847763705330829,1.0999999999999943,0.0,-1.2000000000000002,0.0,0.0,2026-07-10,0,0.003340043923365508,0.9966599560766345,0.0,CLOSE,0.9999999964511517,3.5143856187394035e-09,8.583414392410386e-12,2.6388744972014013e-11,2.3286456940072896e-21,38,2026-07-10
939,2026-07-10 00:03:00,25.3,0.0,0.0,233.5,0.6,1006.6,1012.2,73.2,,,-0.8038568606172171,-0.5948227867513417,1.2000000000000028,0.10000000000002274,-1.2000000000000002,0.0,0.0,2026-07-10,0,0.003340043923661073,0.996659956076339,0.0,CLOSE,0.9999999990122888,9.205168129098411e-10,5.292178204634639e-13,6.657809418752408e-11,2.955329171431682e-21,38,2026-07-10
939,2026-07-10 00:04:00,25.3,0.0,0.0,235.5,0.5,1006.6,1012.2,73.4,,,-0.8241261886220157,-0.5664062369248328,1.4000000000000057,0.10000000000002274,-0.8,0.0,0.0,2026-07-10,0,0.003340043922875132,0.9966599560771249,0.0,CLOSE,0.9999999927222234,7.2185123432076e-09,5.712042161309876e-13,5.880012018547199e-11,3.617413635503664e-21,38,2026-07-10
939,2026-07-10 00:05:00,25.2,0.0,0.0,206.7,0.5,1006.5,1012.1,73.9,,,-0.44931899861589636,-0.8933713883278377,1.6000000000000085,0.0,-0.5,0.0,0.0,2026-07-10,0,0.0033400439229385633,0.9966599560770615,0.0,CLOSE,0.9999999928440957,7.137581886749369e-09,2.9367414974857347e-13,1.8070393813821206e-11,3.4736706222342216e-21,38,2026-07-10
939,2026-07-10 00:06:00,25.1,0.0,0.0,186.1,0.6,1006.5,1012.1,74.2,,,-0.10626407133623313,-0.9943379441332046,1.7000000000000028,0.0,-0.4,0.0,0.0,2026-07-10,0,0.0033400439233579196,0.996659956076642,0.0,CLOSE,0.9999999961364665,3.848748856003736e-09,2.5372268817222934e-13,1.397258339958738e-11,3.482383749436908e-21,38,2026-07-10
939,2026-07-10 00:07:00,25.0,0.0,0.0,164.2,0.9,1006.5,1012.1,74.8,,,0.27228024704057463,-0.9622179935292853,2.0,-0.10000000000002274,0.30000000000000004,0.0,0.0,2026-07-10,0,0.003340043923819889,0.9966599560761801,0.0,CLOSE,0.9999999998744897,9.931249158023247e-11,2.558524013930172e-13,2.6616789452327412e-11,5.506624939740224e-21,38,2026-07-10
939,2026-07-10 00:08:00,24.9,0.0,0.0,173.8,1.3,1006.5,1012.1,75.2,,,0.1079993557060229,-0.9941509639723154,2.0,-0.10000000000002274,0.7000000000000001,0.0,0.0,2026-07-10,0,0.0033400439238275357,0.9966599560761724,0.0,CLOSE,0.9999999999690772,1.0530719999857681e-12,2.1526685239588555e-13,3.028668950068945e-11,4.8888020377900615e-21,38,2026-07-10
939,2026-07-10 00:09:00,24.9,0.0,0.0,132.4,1.1,1006.5,1012.1,75.6,,,0.7384553406258838,-0.6743023875837234,2.1999999999999886,-0.10000000000002274,0.6000000000000001,0.0,0.0,2026-07-10,0,0.003340043923801478,0.9966599560761985,0.0,CLOSE,0.9999999999490683,2.9796978802526937e-12,4.573083987153119e-13,4.7102379725030044e-11,5.588257967216833e-21,38,2026-07-10
939,2026-07-10 00:10:00,24.9,0.0,0.0,151.5,1.4,1006.5,1012.1,75.5,,,0.4771587602596086,-0.8788171126619653,1.5999999999999943,0.0,0.8999999999999999,0.0,0.0,2026-07-10,0,0.003340043923842995,0.996659956076157,0.0,CLOSE,0.9999999999763531,6.855402399881673e-12,3.165000222306618e-13,1.6822797590796746e-11,3.114721628011756e-21,38,2026-07-10
939,2026-07-10 00:11:00,24.9,0.0,0.0,157.5,1.1,1006.5,1012.1,76.0,,,0.3826834323650899,-0.9238795325112867,1.7999999999999972,0.0,0.5000000000000001,0.0,0.0,2026-07-10,0,0.0033400439238207794,0.9966599560761792,0.0,CLOSE,0.9999999997744453,2.1169512608522108e-10,3.020324335439938e-13,1.3846736153119543e-11,4.054255287887558e-21,38,2026-07-10
